x,y,feature_name,description,data_type,num_unique_values,percent_missing,examples,dataset_id
-3.011685,60.258,tBodyAccMag-mean(),Mean of the magnitude of body acceleration signals obtained from<br>the accelerometer.,float64,180,0%,"[-0.952596583222222, 0.176599311818421, -0.930573574915254, -0.0978090439438596, -0.986493196666667]",4153
-1.3523712,60.99667,tBodyAccMag-std(),Standard deviation of the magnitude of body acceleration.,float64,180,0%,"[-0.957874965, -0.0791508842176471, -0.937264537954545, -0.205977045295833, -0.266734167368421]",4153
-4.1834435,61.454357,tGravityAccMag-mean(),Mean of the magnitude of the triaxial acceleration signal from<br>the accelerometer for the gravity component of the signal.,float64,180,0%,"[-0.968979156470588, -0.223399171830508, 0.0198795285851064, 0.00872502461176471, -0.9718540425]",4153
-0.30067113,59.76054,tGravityAccMag-std(),Standard deviation of the magnitude of the gravitational acceleration vector<br>for the time window.,float64,180,0%,"[-0.37942877, -0.933602783410256, -0.931572655636364, -0.8703017, 0.0507743652521739]",4153
0.6830903,65.7811,tBodyAccJerkMag-mean(),Mean of the magnitude of the jerk signal of the<br>body acceleration in the time domain.,float64,180,0%,"[-0.127926051502128, -0.440667540204082, -0.978671485441176, -0.987799055645161, -0.973274366805556]",4153
-1.4745938,62.14772,tBodyAccJerkMag-std(),Standard deviation of the magnitude of the body acceleration jerk<br>signal in the time domain.,float64,180,0%,"[-0.970301646111111, -0.266138940350877, -0.985209856296296, -0.445485397959184, -0.228296364146341]",4153
2.3425283,65.11168,tBodyGyroMag-mean(),Mean of the magnitude of the body's angular velocity vector.,float64,180,0%,"[-0.3466062928, -0.184850019535556, -0.950011569583333, -0.3691086, -0.980740846769231]",4153
1.6944541,60.991817,tBodyGyroMag-std(),Standard deviation of the magnitude of the body's angular velocity<br>vector for the given window.,float64,180,0%,"[-0.561510683275862, -0.19828316695614, -0.945614401797753, -0.81901016976, -0.2025581772]",4153
1.4776998,65.406105,tBodyGyroJerkMag-mean(),Mean of the magnitude of the jerk signal of the<br>body's angular velocity.,float64,180,0%,"[-0.298703679084211, -0.987580587777778, -0.971637661590909, -0.984407077924528, -0.399229959148936]",4153
0.9517845,64.09506,tBodyGyroJerkMag-std(),Standard deviation of the magnitude of the jerk signal of<br>the body's angular velocity.,float64,180,0%,"[-0.618718628596491, -0.976177142571429, -0.595822214468085, -0.994733238679245, -0.563640131190476]",4153
-4.9046674,65.24836,fBodyAcc-mean()-X,Mean of the Fast Fourier Transform (FFT) of the body<br>acceleration signal in the X direction.,float64,180,0%,"[-0.426719449666667, -0.974789999285714, -0.247389011875, 0.215665273157895, -0.979641238723404]",4153
-1.4830431,66.335175,fBodyAcc-mean()-Y,Mean of the body acceleration signal in the Y direction.,float64,180,0%,"[-0.949694904269663, 0.0897127264021053, -0.921434735681818, -0.980830362083333, -0.957343498478261]",4153
-2.365692,65.82133,fBodyAcc-mean()-Z,Mean of the body acceleration signal in the Z direction.,float64,180,0%,"[0.0385832252345614, -0.453806369830508, -0.97484160453125, 0.280735952206667, -0.312792211016949]",4153
-1.8774688,62.776596,fBodyAcc-std()-X,Standard deviation of the body acceleration signal in the X<br>direction.,float64,180,0%,"[-0.234985644352941, -0.976303056851852, -0.983691129032258, -0.190355976849057, -0.988659196428571]",4153
-0.44185987,62.941185,fBodyAcc-std()-Y,Standard deviation of the body acceleration signal in the Y<br>direction.,float64,180,0%,"[-0.961693949333333, -0.182766476862069, -0.166324239117647, -0.957908842222222, -0.94200397775]",4153
-0.33863577,61.500328,fBodyAcc-std()-Z,Standard deviation of the Z-axis body acceleration signal obtained from<br>the smartphone's accelerometer.,float64,180,0%,"[-0.28925665906383, -0.959813667810345, -0.113701770190741, -0.844083052916667, -0.984854487894737]",4153
-2.9393678,64.8102,fBodyAccJerk-mean()-X,Mean of the body acceleration jerk signal in the X<br>direction.,float64,180,0%,"[-0.358883413666667, -0.304694442551724, -0.984188841222222, -0.389595631107692, -0.990839607428571]",4153
-0.5639391,65.21825,fBodyAccJerk-mean()-Y,Mean value of the jerk signal of the body acceleration<br>in the Y direction.,float64,180,0%,"[-0.181055554206071, -0.9883274196875, -0.367706595, 0.159995613695652, -0.972531648846154]",4153
-1.6936272,64.9311,fBodyAccJerk-mean()-Z,Mean value of the body acceleration jerk signal in the<br>Z direction.,float64,180,0%,"[-0.964751238734177, -0.196838264546667, -0.646198587755102, -0.979477193333333, -0.633017707916667]",4153
-1.6670569,63.182293,fBodyAccJerk-std()-X,Standard deviation of the body acceleration jerk signal in the<br>X direction.,float64,180,0%,"[-0.12834163051087, -0.219716159766667, -0.968619159473684, -0.0522811342045455, -0.995073759245283]",4153
-0.41065288,64.100174,fBodyAccJerk-std()-Y,Standard deviation of the jerk signal of the body acceleration<br>in the Y direction.,float64,180,0%,"[-0.00722860241119048, -0.380894442941176, -0.986083114, -0.120381521220833, 0.0854010732076923]",4153
-1.2097436,63.952744,fBodyAccJerk-std()-Z,Standard deviation of the Jerk signal of the body acceleration<br>in the Z direction.,float64,180,0%,"[-0.988570804130435, -0.980261236296296, -0.989345368541667, -0.558512650188679, -0.976229505535714]",4153
-5.037467,65.24074,fBodyGyro-mean()-X,Mean of the frequency domain signal obtained by applying Fast<br>Fourier Transform (FFT) to the body acceleration signal in the<br>X direction.,float64,180,0%,"[-0.953793912068965, -0.214730713222222, -0.98841106765625, -0.981743664931507, -0.988393569]",4153
-5.3681135,65.18273,fBodyGyro-mean()-Y,Mean of the frequency domain signal obtained by applying Fast<br>Fourier Transform (FFT) to the raw triaxial signals from the<br>accelerometer and gyroscope of all the trials with participants.,float64,180,0%,"[-0.981740793333333, -0.948251856721312, -0.684310201538462, -0.964968005222222, -0.130327465789583]",4153
3.1632912,64.19835,fBodyGyro-mean()-Z,Mean of the Z-axis angular velocity of the body.,float64,180,0%,"[-0.396659907457627, -0.9456732415, -0.975512276666667, -0.934967958846154, -0.083501182326087]",4153
0.79737616,62.94765,fBodyGyro-std()-X,Standard deviation of the body angular velocity signal in the<br>X direction.,float64,180,0%,"[-0.390968436431818, -0.985339301521739, -0.964530315842697, -0.982057861449275, -0.963407046545455]",4153
-0.14839777,62.57255,fBodyGyro-std()-Y,Standard deviation of the body acceleration signal obtained from the<br>gyroscope in the Y direction.,float64,180,0%,"[-0.962172736666667, -0.944306864, -0.929955407058824, -0.565214032765957, -0.978801848493151]",4153
2.2903883,62.88687,fBodyGyro-std()-Z,Standard deviation of the Z-axis angular velocity of the body<br>in radians per second.,float64,180,0%,"[-0.275667262770833, -0.962632253913044, -0.91665163125, -0.603544209459459, -0.272525011818182]",4153
-2.9529328,59.710094,fBodyAccMag-mean(),Mean of the magnitude of the body acceleration signal obtained<br>from the accelerometer for the given window.,float64,180,0%,"[-0.973346531833333, 0.471905155133333, -0.352156841666667, -0.967747053194444, 0.218911066191489]",4153
-1.5752496,61.094368,fBodyAccMag-std(),Standard deviation of the magnitude of the body acceleration signal<br>obtained from the accelerometer for the frequency domain.,float64,180,0%,"[-0.381399308043478, -0.9198157096, -0.987648484461539, -0.438149791153846, -0.409065516363636]",4153
-2.9146361,61.01247,fBodyBodyAccJerkMag-mean(),Mean of the magnitude of the body acceleration jerk signal<br>obtained from the accelerometer for a given activity.,float64,180,0%,"[-0.418641046896552, -0.335938891803279, -0.294433415745098, -0.45478324745098, -0.987941825538462]",4153
-2.362293,61.353016,fBodyBodyAccJerkMag-std(),Standard deviation of the magnitude of the body acceleration jerk<br>signal obtained from the accelerometer for the given activity.,float64,180,0%,"[-0.51993124, -0.40297998362069, -0.409847649281481, -0.0898519904044828, -0.982190554782609]",4153
-2.8663185,60.246964,fBodyBodyGyroMag-mean(),Mean of the magnitude of the body acceleration signal obtained<br>from the gyroscope.,float64,180,0%,"[-0.45369356625, -0.946055840972222, -0.946812642361111, -0.984329092153846, -0.531482693877551]",4153
-1.1322745,60.50197,fBodyBodyGyroMag-std(),Standard deviation of the magnitude of the body acceleration signal<br>from the gyroscope.,float64,180,0%,"[-0.668908146607143, -0.470491576431373, -0.438620401875, -0.948460978823529, -0.54907099]",4153
1.3189825,65.68043,fBodyBodyGyroJerkMag-mean(),Mean of the magnitude of the jerk of the body<br>angular velocity signal in the frequency domain.,float64,180,0%,"[-0.990014272588235, -0.955425138245614, -0.975727853888889, -0.966455343137255, -0.547621753230769]",4153
-1.1321268,60.501873,fBodyBodyGyroJerkMag-std(),Standard deviation of the magnitude of the body acceleration signal<br>from the gyroscope.,float64,180,0%,"[-0.791349425076923, -0.961911612333333, -0.391919876612245, -0.633479804680851, -0.593472444285714]",4153
-25.030018,0.6172308,id,Unique identifier for each web page.,object,61,0%,"['41', '3', '25', '51', '55']",380
-36.268257,14.671219,Class,The class of the Titanic dataset.,float64,4,0%,"[0.0214, 0.0214, -0.923, 0.965, 0.0214]",40704
6.3314967,-37.73956,Sex,Indicates the gender of the passenger on the Titanic.,float64,2,0%,"[-1.92, 0.521, 0.521, 0.521, 0.521]",40704
7.8649473,20.827993,f1,Indicates the presence of touch in a given sample.,uint8,2,0%,"[1, 1, 1, 1, 1]",42544
-5.0137944,62.614323,a1,The value of the first accelerometer axis of a touch<br>sample.,float64,265,0%,"[13.28790243, 27.33189863, 32.44945613, 45.83036492, 19.39385263]",42544
-39.08359,-6.056181,f2,The number of times the touch screen was tapped in<br>a given time period.,uint8,18,0%,"[6, 4, 3, 4, 11]",42544
3.9382334,30.53416,a2,The second feature of touch samples 2.,float64,265,0%,"[6.967182501, 7.708480162, 13.20830091, 4.748153534, 13.02801244]",42544
11.449663,0.7321852,f3,The pressure applied to the touch sensor.,uint8,37,0%,"[20, 22, 19, 22, 15]",42544
3.9619899,30.50822,a3,The third feature of touch samples 2.,float64,265,0%,"[9.55147302, 4.537431253, 13.39826799, 25.40704711, 1.74494372]",42544
-39.0844,-6.0561085,f4,The number of times the touch screen was tapped in<br>a given time period.,uint8,56,0%,"[13, 10, 8, 40, 23]",42544
4.339612,29.745106,a4,The fourth formant frequency of the touch sample.,float64,265,0%,"[5.322593376, 9.96151082, 1.526968492, 8.563117843, 4.07486691]",42544
3.9000149,30.63743,f5,The feature represents the touch samples 2.,uint8,83,0%,"[43, 46, 105, 28, 40]",42544
4.1376634,29.982609,a5,The fifth touch sample of the second dataset.,float64,265,0%,"[1.06294564, 4.496197911, 6.316109475, 0.48203506, 1.437905765]",42544
3.5647628,-50.106274,FrequentFlyer,Indicates whether the customer is a frequent flyer or not.,category,3,6%,"['Yes', 'No', 'No', 'Yes', 'No']",45545
-21.59744,-45.513718,AnnualIncomeClass,Indicates the annual income class of a customer.,category,3,0%,"['Middle Income', 'Low Income', 'Middle Income', 'Low Income', 'Low Income']",45545
1.4443197,-53.72469,ServicesOpted,Indicates the number of services opted by a customer.,uint8,6,0%,"[1, 4, 4, 6, 1]",45545
4.0790224,-54.138844,AccountSyncedToSocialMedia,Indicates whether the customer has synced their account to any<br>social media platform or not.,category,2,0%,"['No', 'No', 'No', 'No', 'No']",45545
3.3282511,-50.68966,BookedHotelOrNot,Indicates whether the customer has booked a hotel or not.,category,2,0%,"['No', 'Yes', 'No', 'Yes', 'Yes']",45545
-35.503258,15.340827,simple.classes,Indicates the number of classes in a dataset.,uint8,12,0%,"[2, 2, 5, 2, 2]",41978
-39.486168,21.85142,simple.attributes,Number of attributes used to train the SVM model.,float64,51,0%,"[14.0, 41.0, 3.0, 21.0, 20.0]",41978
-36.319324,18.764364,simple.nominal,Indicates the number of simple nominal attributes in a dataset.,uint8,21,0%,"[0, 6, 6, 0, 4]",41978
-39.768433,21.9165,simple.samples,Number of simple samples used to train the SVM classifier.,float64,129,0%,"[106.0, 1458.0, 4562.0, 10386.0, 369.0]",41978
-29.766668,17.077986,simple.dimensionality,Represents the dimensionality of the dataset.,float64,140,0%,"[0.015385, 0.029197, 0.005594, 0.025815, 0.004014]",41978
-36.91522,18.083292,simple.numeric_rate,Indicates the rate of simple numeric values in the dataset.,float64,32,0%,"[1.0, 0.727273, 0.333333, 1.0, 0.25]",41978
-39.61136,18.291647,simple.symbols_min,Minimum number of simple symbols in a dataset.,uint8,11,0%,"[2, 2, 2, 2, 2]",41978
-39.635445,18.313759,simple.symbols_max,Maximum number of simple symbols in the dataset.,float64,22,0%,"[2.0, 5.0, 2.0, 3.0, 2.0]",41978
-40.09914,18.06725,simple.symbols_mean,Mean of the number of simple symbols per pattern.,float64,45,0%,"[2.333333, 9.0, 3.0, 2.0, 2.0]",41978
-39.478844,18.334965,simple.symbols_sd,Standard deviation of the number of simple symbols in the<br>dataset.,float64,40,0%,"[0.0, 0.0, 14.456832, 0.0, 0.377964]",41978
-40.434063,17.959347,simple.symbols_sum,Sum of simple symbols in a string.,float64,44,0%,"[10.0, 9.0, 2.0, 2.0, 7.0]",41978
-35.648552,26.799726,simple.class_prob_min,Minimum probability of the predicted class in the dataset.,float64,139,0%,"[0.139091, 0.204981, 0.272206, 0.01, 0.061241]",41978
-35.63593,26.802116,simple.class_prob_max,Maximum probability of the predicted class for a given dataset.,float64,141,0%,"[0.586207, 0.87558, 0.2, 0.702797, 0.411994]",41978
-36.246628,26.95513,simple.class_prob_mean,Probability of the class label being predicted by the SVM<br>model.,float64,12,0%,"[0.333333, 0.5, 0.5, 0.5, 0.5]",41978
-36.45936,26.95419,simple.class_prob_sd,Standard deviation of the predicted class probabilities of a SVM<br>classifier.,float64,131,0%,"[0.370569, 0.426932, 0.442768, 0.0, 0.426078]",41978
-30.994318,21.770435,statistical.skewness,Represents the skewness of the distribution of the dataset.,float64,136,0%,"[0.527716, 1.771276, 0.529363, 2.319703, 4.123905]",41978
-31.68232,22.111177,statistical.skewness_prep,Skewness of the preprocessed dataset.,float64,151,0%,"[1.180186, 10.417572, 5.560927, 4.123905, 1.414976]",41978
-14.004363,45.104828,statistical.kurtosis,Kurtosis is a measure of the 'tailedness' of the probability<br>distribution of a real-valued random variable.,float64,136,0%,"[6.606508, 2.241524, 20.318655, 3.0, 33.820364]",41978
-31.741295,22.183071,statistical.kurtosis_prep,Statistical kurtosis of the preprocessed dataset.,float64,151,0%,"[6.754402, 9.144809, 1.78722, 14.130003, 11.509324]",41978
-22.087889,23.560158,statistical.abs_cor,Absolute correlation between two variables.,float64,151,0%,"[0.291523, 0.041485, 0.073386, 0.155182, 0.104143]",41978
-28.849941,18.760351,statistical.fract_1,"The statistical fract_1 feature is a measure of the statistical<br>fractal dimension of a dataset, which is used to determine<br>whether tuning is required or default hyperparameter values are enough<br>to each dataset.",float64,57,0%,"[0.219052, 0.350674, 0.355993, 1.0, 1.0]",41978
-33.94123,24.19214,inftheo.class_entropy,Entropy of the class distribution of the dataset.,float64,140,0%,"[0.577922, 1.601071, 0.357332, 0.693098, 0.686998]",41978
-33.876698,23.976768,inftheo.normalized_class_entropy,The normalized class entropy of the dataset.,float64,130,0%,"[0.96736, 0.990624, 0.287082, 1.0, 0.84836]",41978
-33.98838,23.255413,inftheo.attribute_entropy,Entropy of the attribute values in the dataset.,float64,149,0%,"[0.608992, 0.538157, 0.747348, 1.066086, 2.021402]",41978
-33.90127,23.336113,inftheo.normalized_attribute_entropy,Normalized attribute entropy of the dataset.,float64,149,0%,"[0.307482, 0.530447, 0.2809, 0.399484, 0.404478]",41978
-33.40484,24.074297,inftheo.joint_entropy,The joint entropy of the dataset.,float64,146,0%,"[0.462041, 2.31481, 4.60517, 0.198813, 0.692907]",41978
-27.31121,30.873854,inftheo.mutual_information,Mutual information between the target attribute and the other attributes.,float64,151,0%,"[0.059515, 0.055605, 0.014072, 0.153297, 0.046789]",41978
-28.76315,17.862928,inftheo.equivalent_attributes,"This feature represents the equivalent attributes of the dataset, which<br>is a measure of the amount of information contained in<br>the dataset.",float64,151,0%,"[11.454774, 57.059425, 8.203199, 12.866895, 2.650181]",41978
-29.726463,24.51931,inftheo.noise_signal_ratio,Signal-to-noise ratio of the dataset.,float64,151,0%,"[255.058228, 16.154444, 4.561942, 27.138145, 9.703772]",41978
-41.122204,23.413755,modelbased.nodes,Number of nodes used in the model-based feature selection algorithm.,float64,24,0%,"[5.0, 15.0, 9.0, 15.0, 6.0]",41978
-41.624058,23.917864,modelbased.leaves.nodes_per_attribute,Number of nodes per attribute in the decision tree model.,float64,24,0%,"[9.0, 2.0, 9.0, 3.0, 10.0]",41978
-41.05075,23.804329,modelbased.nodes_per_instance,Number of nodes per instance in the model-based SVM hyperparameter<br>tuning problem.,float64,97,0%,"[0.65, 1.0, 0.257143, 0.077778, 0.75]",41978
-42.215717,29.30015,modelbased.leaf_corrobation,Corroboration of the leaf nodes of the decision tree.,float64,140,0%,"[0.009512, 0.01, 0.022472, 0.010695, 0.0]",41978
-38.48025,24.155449,modelbased.level_min,The minimum level of the model-based hyperparameter tuning.,float64,24,0%,"[0.142857, 0.333333, 0.2, 0.111111, 0.142857]",41978
-38.19126,23.865675,modelbased.level_max,Indicates the maximum level of model-based hyperparameter tuning required for<br>the dataset.,uint8,2,0%,"[2, 2, 2, 2, 2]",41978
-23.8373,28.028183,modelbased.level_mean,Mean of the levels of the model-based feature.,uint8,9,0%,"[6, 2, 6, 16, 6]",41978
-38.421906,24.998419,modelbased.level_sd,Standard deviation of the level of model-based tuning for SVM<br>hyperparameters.,float64,38,0%,"[2.0, 2.0, 2.8, 3.142857, 3.0]",41978
-43.808067,24.986107,modelbased.branch_min,Minimum number of branches in the model-based tree.,float64,47,0%,"[0.0, 1.069045, 0.755929, 1.154701, 3.023716]",41978
-43.939674,24.732084,modelbased.branch_max,Maximum number of branches in the decision tree model.,uint8,4,0%,"[2, 3, 2, 2, 2]",41978
-44.176315,24.376345,modelbased.branch_mean,Mean of the number of branches in the model-based classifier.,float64,15,0%,"[4.0, 3.0, 2.0, 7.0, 4.0]",41978
-43.807976,24.602264,modelbased.branch_sd,Standard deviation of the number of branches in the decision<br>tree model.,float64,72,0%,"[8.318182, 3.25, 2.666667, 6.235294, 3.857143]",41978
-38.398796,21.6135,modelbased.attribute_max,Indicates the maximum number of attributes used in the model.,uint8,4,0%,"[0, 0, 0, 0, 4]",41978
-37.821457,22.74751,modelbased.attribute_mean,Indicates the mean of the number of attributes used in<br>the model-based hyperparameter tuning process.,uint8,9,0%,"[2, 2, 3, 1, 1]",41978
-34.9512,21.678892,modelbased.attribute_sd,Standard deviation of the attributes of the model-based dataset.,float64,97,0%,"[0.2, 0.017523, 0.571429, 1.4, 0.078125]",41978
-37.786613,23.84884,modelbased.NA,Indicates whether the dataset requires tuning or not.,float64,122,0%,"[0.131288, 1.48324, 0.229243, 0.834684, 1.0]",41978
-39.109097,28.057348,landmarking.naive_bayes,Accuracy of a naive Bayes classifier trained on the dataset.,float64,149,0%,"[0.841108, 0.707224, 0.3825, 0.859259, 0.472813]",41978
-42.568806,24.6784,landmarking.stump_min,Minimum number of instances per leaf in a decision tree<br>classifier.,float64,146,0%,"[0.627417, 0.566396, 0.663498, 0.88, 0.575]",41978
-38.012127,29.56407,landmarking.stump_max,The maximum accuracy of a decision stump classifier on the<br>dataset.,float64,146,0%,"[0.765677, 0.845424, 0.99, 0.799639, 0.452963]",41978
-37.962837,29.65253,landmarking.stump_mean,Mean of the accuracy of a decision stump classifier on<br>a dataset.,float64,151,0%,"[0.614997, 0.706, 0.794007, 0.871896, 0.202321]",41978
-37.980953,29.483397,landmarking.stump_sd,Standard deviation of the accuracy of a decision stump classifier<br>on a dataset.,float64,122,0%,"[0.039396, 0.001005, 0.040625, 0.009378, 0.02287]",41978
-36.96355,31.014221,landmarking.stump_min_gain,The minimum gain of the stump-based landmarking algorithm.,float64,146,0%,"[0.714286, 0.410596, 0.97675, 0.306011, 0.582857]",41978
-37.65028,30.120255,landmarking.stump_random,The feature represents the accuracy of a stump classifier trained<br>on a random subset of the dataset.,float64,145,0%,"[0.935185, 0.1985, 0.618519, 0.539604, 0.936725]",41978
18.114151,41.959175,landmarking.nn_1,Landmarking score of the nearest neighbor algorithm with 1 neighbor.,float64,146,0%,"[0.950196, 0.912451, 0.973134, 0.715241, 0.909962]",41978
-26.136564,17.923367,dcomp.f1,Represents the first feature of a dataset.,float64,148,0%,"[2.894, 3.477, 0.63, 0.289, 0.505]",41978
-33.64005,29.228058,dcomp.f1v,The feature describes the first component of the F1 score<br>of a support vector machine (SVM) classifier.,float64,152,0%,"[13.794, 3.78, 13.195857, 8.9538, 4.594]",41978
-25.980106,18.776121,dcomp.f3,The feature represents the third component of the dcomp dataset.,float64,126,0%,"[0.185, 0.128, 0.515, 1.0, 0.218]",41978
-33.169174,29.97547,dcomp.l1,Represents the L1 distance between the decision boundary and the<br>closest data point.,float64,143,0%,"[0.555, 0.518, 0.568, 0.657333, 0.5]",41978
-33.577984,29.42543,dcomp.l2,The feature describes the L2 norm of the decision function<br>of the SVM classifier.,float64,112,0%,"[0.079, 0.35, 0.262, 0.0, 0.155]",41978
-25.904367,21.451876,dcomp.n3,Normalized value of the third principal component of the dataset.,float64,126,0%,"[0.006, 0.217, 0.088, 0.698, 0.186]",41978
-26.19459,18.183764,dcomp.t1,The feature represents the first component of the dataset.,float64,48,0%,"[0.998, 1.0, 0.997, 0.991, 0.982]",41978
-34.125385,-13.197271,dcomp.t2,Time taken to compute the second derivative of a function.,float64,145,0%,"[1.828, 49.286, 80.0, 139.704, 88.778]",41978
-32.461666,12.748096,cnet.edges,Number of edges in the network representation of the dataset.,float64,151,0%,"[6476796.0, 2330.0, 24543.0, 116915.0, 1437.0]",41978
-32.07183,13.375276,cnet.degree,The degree of the network of a dataset.,float64,152,0%,"[35.897233, 37.411765, 112.306, 41.440559, 150.143816]",41978
-32.08171,13.4245405,cnet.density,Density of the network of the dataset.,float64,152,0%,"[0.155256, 0.145577, 0.112477, 0.156514, 0.152805]",41978
-40.96651,21.653534,cnet.maxComp,Maximum number of components in the C-Support Vector Classification algorithm.,float64,134,0%,"[84.0, 278.0, 102.0, 3430.0, 210.0]",41978
-32.573414,11.051737,cnet.closeness,Indicates the closeness of a node to other nodes in<br>a network.,float64,63,0%,"[1e-06, 3.2e-05, 0.000102, 6.6e-05, 5e-06]",41978
-32.662827,11.035882,cnet.betweenness,The betweenness centrality of a node in a network.,float64,152,0%,"[88.548485, 51.666667, 67.643238, 1997.352058, 11.454545]",41978
-23.665066,25.136381,cnet.clsCoef,Coefficient of the linear kernel function.,float64,152,0%,"[0.648239, 0.238548, 0.455149, 0.089455, 0.282766]",41978
-31.75736,11.656508,cnet.hubs,Represents the number of hubs in a co-authorship network.,float64,151,0%,"[0.768149, 0.786903, 0.619157, 0.700033, 0.875822]",41978
-32.9518,13.064044,cnet.avgPath,The average path length of a graph representation of a<br>dataset.,float64,152,0%,"[2.315865, 1.646941, 3.048691, 1.220308, 3.004008]",41978
-43.73213,-5.5417295,history,Represents the number of commands issued by a user in<br>a single shell session.,int64,2961,0%,"[1713, 998, 60, 148, 515]",373
-43.745674,-5.54208,session,This feature contains a sequence of commands issued by a<br>user in a UNIX shell session.,object,5964,0%,"['netscape & finger <1> eeph <1> ph <1> ph <1> xlock rlogin -l <2> rlogin <1> rlogin -l <2> rlogin -l <2> rlogin <1> rlogin <1> rlogin -l <2> who xlock matlab finger <1> finger <1>', 'elm logout', 'cd <1> find -name -print <4> find -name -print <4> find -name -print <4> cd <1> ll <1> ll <1> cd <1> ll <1> ll <1> cd <1> ll <1> m <1> unsetenv <1> matlab pwd push cd <1> cd <1> ll pwd pop fg cd - m <1> fg cd - ll m <1> f <1> f <1> vf - cd - vi <1> cd - fg m <1> push cd <1> ll rm <1> cp <2> m <1> cp <2> ct vi <1> ll m <1> man <1> paste <4> > <1> m <1> m <1> vi <1> cd - cd <1> vi <1> my_latex <1> vi <1> my_latex <1> my_latex -kd <1> vi <1> my_latex -kd <1> my_latex -kd <1> dvips <1>', 'elm', 'cd <1> z']",373
13.055574,-9.213555,outlook,"The feature describes the weather outlook, which is a measure<br>of the atmospheric conditions at a particular time and place.",category,3,0%,"['rainy', 'overcast', 'sunny', 'rainy', 'rainy']",45625
10.541294,3.7762396,temperature,The temperature in degrees Fahrenheit.,uint8,12,0%,"[75, 71, 80, 64, 72]",45625
14.710533,-11.305351,humidity,The percentage of water vapor in the air.,uint8,10,0%,"[70, 85, 80, 70, 86]",45625
34.7887,-7.857607,windy,Indicates whether the wind is present or not.,category,1,0%,"[True, True, True, True, True]",45625
6.16167,17.413837,V44,Indicates the presence or absence of a certain characteristic in<br>a given dataset.,uint8,2,0%,"[1, 1, 1, 0, 0]",41156
-5.5522323,-45.56935,workclass,Type of work class of the individual.,category,7,0%,"['Private', 'State-gov', 'Private', 'Federal-gov', 'Self-emp-not-inc']",1037
11.583473,9.402882,fnlwgt,Instance's sampling weight.,float64,4222,0%,"[245215.0, 36251.0, 197397.0, 278322.0, 186733.0]",1037
-9.582476,-38.871674,education,Highest level of education completed by an individual.,category,16,0%,"['7th-8th', 'Masters', 'Bachelors', 'Some-college', 'Some-college']",1037
-9.747464,-38.307804,educationNum,Represents the highest level of education achieved by an individual.,uint8,16,0%,"[13, 10, 14, 9, 7]",1037
-2.6126974,-43.800426,maritalStatus,Marital status of the individual.,category,7,0%,"['Married-civ-spouse', 'Married-civ-spouse', 'Married-civ-spouse', 'Married-civ-spouse', 'Never-married']",1037
-3.8855965,-38.73417,occupation,Occupation of the individual.,category,14,0%,"['Adm-clerical', 'Machine-op-inspct', 'Exec-managerial', 'Craft-repair', 'Other-service']",1037
-1.6510475,-43.50814,relationship,Type of relationship of the individual.,category,6,0%,"['Husband', 'Not-in-family', 'Wife', 'Husband', 'Unmarried']",1037
7.115692,-40.254925,race,Indicates the race of an individual.,category,5,0%,"['White', 'White', 'Asian-Pac-Islander', 'White', 'White']",1037
-25.681093,-43.358906,capitalGain,Represents the capital gain of an individual in USD.,float64,72,0%,"[0.0, 0.0, 0.0, 0.0, 0.0]",1037
-25.95479,-43.572735,capitalLoss,Represents the amount of capital loss for an individual.,float64,57,0%,"[0.0, 0.0, 0.0, 0.0, 0.0]",1037
-15.354152,-45.645924,hoursPerWeek,Number of working hours per week.,uint8,77,0%,"[40, 40, 50, 20, 42]",1037
0.6700288,-37.284077,nativeCountry,Native country of the individual.,category,40,2%,"['United-States', 'United-States', 'United-States', 'United-States', 'United-States']",1037
-6.136173,-12.758239,AIDS,Number of AIDS cases reported in a specific area.,int64,50,0%,"[16068, 48, 26, 4788, 82334]",346
-29.71666,0.7807572,Total,Total number of observations.,int64,50,0%,"[16641977, 15270378, 1540381, 14443382, 1570428]",346
-30.814621,41.24743,Scorer_1,"Scorer_1 is a feature that is a binary representation of<br>the original data set, where the numeric target feature is<br>converted to a two-class nominal target feature by computing the<br>mean and classifying all instances with a lower target value<br>as positive and all others as negative.",category,5,0%,"['OA', 'N', 'OA', 'MA', 'N']",767
-30.863543,41.245865,Scorer_2,Scorer_2 is a feature that represents the scoring of a<br>certain event.,category,5,0%,"['OA', 'H', 'CA', 'CA', 'OA']",767
-26.043423,1.6714567,Subject,Subject identifier for each instance.,uint8,19,0%,"[4, 5, 8, 2, 14]",767
-7.5817146,13.760227,Automatic,Indicates the automatic classification of the target value as positive<br>or negative.,category,5,0%,"['N', 'H', 'MA', 'H', 'CA']",765
38.6295,-39.035145,Ventilation,Type of ventilation used for the patient.,category,2,0%,"['Negative_pressure', 'Negative_pressure', 'Negative_pressure', 'General', 'Negative_pressure']",459
-32.90721,-10.052376,Duration,Duration of an event or activity in a given unit<br>of time.,int64,63,0%,"[244, 138, 30, 95, 269]",459
15.580731,-37.46431,Exposure,Indicates the exposure level of the subject.,category,3,0%,"['(1)_Low_exposure', '(1)_Low_exposure', '(1)_Low_exposure', '(1)_Low_exposure', '(1)_Low_exposure']",459
-8.280022,18.426197,also,Indicates whether the target value is present or not.,uint8,6,0%,"[0, 0, 1, 0, 0]",970
