x,y,feature_name,description,data_type,num_unique_values,percent_missing,examples,dataset_id
1.7753984,0.7761691,F19,Partial diagnosis 19 of the patient.,category,2,0%,"['1', '0', '0', '0', '0']",336
1.8733758,0.63838744,F20,Indicates whether the partial diagnosis 20 is present or not.,category,2,0%,"['0', '0', '1', '0', '0']",336
1.8908697,0.61914146,F21,Indicates whether the partial diagnosis 21 is present or not.,category,2,0%,"['1', '0', '0', '1', '0']",336
1.7210497,0.8145037,F22,"Partial diagnosis 22, binary.",category,2,0%,"['0', '0', '1', '0', '1']",336
6.3382993,9.551513,F1S,Intensity of the first segment of the SPECT image.,uint8,43,0%,"[54, 59, 51, 77, 77]",1600
6.4204283,9.638432,F2R,Ratio of the number of pixels in the foreground to<br>the number of pixels in the background of a cardiac<br>SPECT image.,uint8,34,0%,"[63, 71, 74, 67, 75]",1600
6.3375463,9.57047,F2S,Represents the pixel intensity of a specific region in a<br>cardiac SPECT image.,uint8,40,0%,"[74, 60, 60, 82, 63]",1600
6.359696,9.592854,F3S,Represents the pixel intensity of a specific region in a<br>cardiac SPECT image.,uint8,44,0%,"[62, 72, 70, 67, 62]",1600
6.414162,9.645423,F6R,Pixel intensity values of a specific region of interest in<br>a cardiac SPECT image.,uint8,33,0%,"[75, 72, 62, 72, 75]",1600
6.39409,9.619593,F6S,Average pixel intensity in the sixth frame of a cardiac<br>SPECT image.,uint8,37,0%,"[72, 78, 76, 58, 71]",1600
6.409613,9.6725855,F7S,Pixel intensity values of a specific region of interest in<br>a cardiac SPECT image.,uint8,36,0%,"[64, 65, 73, 76, 62]",1600
6.3233247,9.555922,F8S,Represents the pixel intensity of a specific region in a<br>cardiac SPECT image.,uint8,47,0%,"[62, 74, 71, 54, 32]",1600
6.4127703,9.64549,F9R,Pixel intensity values of a specific region of interest in<br>a cardiac SPECT image.,uint8,37,0%,"[75, 71, 67, 68, 31]",1600
6.4048157,9.634985,F10R,Relative intensity of the 10th pixel in the region of<br>interest of a cardiac SPECT image.,uint8,41,0%,"[54, 57, 59, 73, 74]",1600
6.3215756,9.553311,F10S,Represents the pixel intensity value of a specific region in<br>a cardiac SPECT image.,uint8,39,0%,"[77, 77, 80, 69, 77]",1600
6.1528883,9.312395,F11R,Intensity of radioactive tracer uptake in the right ventricle of<br>the heart.,uint8,32,0%,"[69, 75, 77, 78, 67]",1600
6.1351047,9.337269,F12S,Intensity of radioactive tracer uptake in the 12th segment of<br>the heart.,uint8,43,0%,"[63, 66, 55, 77, 72]",1600
6.1446257,9.332454,F13R,Relative intensity of radioactive tracer in the thirteenth region of<br>the heart.,uint8,56,0%,"[61, 66, 46, 48, 60]",1600
6.310893,9.534642,F13S,Represents the intensity of a specific region in a cardiac<br>SPECT image.,uint8,60,0%,"[44, 55, 53, 44, 59]",1600
6.3394384,9.554097,F14R,Relative intensity of the 14th region of the SPECT image.,uint8,42,0%,"[64, 57, 69, 67, 69]",1600
6.3681006,9.59336,F14S,Average pixel intensity in the 14th row of the SPECT<br>image.,uint8,51,0%,"[61, 65, 60, 75, 69]",1600
6.420055,9.649698,F15S,Number of pixels in the SPECT image that have an<br>intensity value greater than 60.,uint8,51,0%,"[68, 70, 70, 72, 56]",1600
6.1952066,9.364988,F16R,Relative intensity of radioactive tracer in the region of interest.,uint8,29,0%,"[72, 77, 75, 76, 71]",1600
6.3234115,9.5558195,F16S,Represents the pixel intensity of a specific region in a<br>cardiac SPECT image.,uint8,36,0%,"[54, 77, 79, 76, 71]",1600
6.335335,9.567778,F17R,Represents the pixel intensity of a specific region of interest<br>in a cardiac SPECT image.,uint8,36,0%,"[66, 58, 55, 73, 62]",1600
6.3996525,9.663532,F17S,Pixel intensity values of a specific region of interest in<br>a cardiac SPECT image.,uint8,38,0%,"[64, 62, 62, 67, 56]",1600
6.293114,9.513189,F19R,Represents the intensity of a specific region in a cardiac<br>SPECT image.,uint8,37,0%,"[70, 59, 70, 57, 67]",1600
6.305085,9.523716,F19S,Represents the intensity of a specific region in a cardiac<br>SPECT image.,uint8,40,0%,"[75, 18, 73, 66, 71]",1600
6.4052987,9.637859,F20R,Pixel intensity values of a specific region of interest in<br>a cardiac SPECT image.,uint8,51,0%,"[69, 73, 77, 73, 73]",1600
6.14032,9.335877,F20S,Intensity of radioactive tracer uptake in the 20th segment of<br>the heart.,uint8,50,0%,"[58, 69, 68, 56, 47]",1600
6.1312017,9.345744,F21S,Intensity of radioactive tracer uptake in the 21st segment of<br>the heart.,uint8,61,0%,"[68, 64, 70, 62, 63]",1600
6.1359406,9.331971,F22R,Intensity of radioactive tracer uptake in the 22nd region of<br>the heart.,uint8,52,0%,"[32, 30, 24, 55, 44]",1600
6.4243097,9.646138,F22S,Number of pixels in the 22nd row of the SPECT<br>image.,uint8,59,0%,"[63, 44, 62, 30, 58]",1600
7.678975,-0.28372595,V29,The feature represents the average pixel value of the 29th<br>band of the satellite image.,uint8,48,0%,"[88, 84, 80, 75, 70]",40900
13.421626,3.388867,Customer_care_calls,Number of customer care calls made by a customer.,uint8,6,0%,"[3, 5, 6, 5, 3]",45074
12.774885,1.8313361,Customer_rating,Customer satisfaction rating on a scale of 1 to 5.,uint8,5,0%,"[4, 3, 5, 5, 4]",45074
13.148184,3.7251327,Prior_purchases,Number of previous purchases made by a customer.,uint8,8,0%,"[4, 2, 2, 4, 4]",45074
8.878066,3.6937146,Discount_offered,The amount of discount offered by the international e-commerce company<br>for their electronic products.,uint8,65,0%,"[2, 2, 8, 10, 3]",45074
7.821626,4.589185,Weight_in_gms,Weight of the electronic product in grams.,int64,4034,0%,"[1480, 5035, 5991, 3266, 4638]",45074
8.742633,3.707303,Warehouse_block,The warehouse block where the electronic products are stored.,category,5,0%,"['B', 'D', 'D', 'A', 'C']",45074
8.738574,3.6274827,Mode_of_Shipment,The mode of shipment used for the delivery of the<br>electronic products.,category,3,0%,"['Road', 'Ship', 'Ship', 'Ship', 'Ship']",45074
12.652553,4.1876693,Product_importance,Indicates the level of importance of a product to the<br>company's customers.,category,3,0%,"['low', 'low', 'low', 'medium', 'low']",45074
5.4070444,5.0193396,age,Age of the patient in years.,uint8,94,0%,"[36, 15, 62, 42, 16]",41946
5.4349666,5.038915,sex,Sex of the patient.,uint8,3,0%,"[0, 1, 2, 2, 1]",41946
4.6106358,3.595051,on_thyroxine,Indicates whether the patient is on thyroxine medication or not.,uint8,2,0%,"[0, 0, 0, 0, 1]",41946
4.622326,3.5962384,query_on_thyroxine,Indicates whether the patient is on thyroxine or not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
4.6794305,3.6057982,on_antithyroid_medication,Indicates whether the patient is on antithyroid medication or not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
8.724013,-1.1112384,sick,Binary values indicating the presence or absence of a certain<br>medical condition.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
5.1894045,4.0925083,pregnant,Indicates whether the patient is pregnant or not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
4.888517,3.83002,thyroid_surgery,Indicates whether the patient has undergone thyroid surgery or not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
5.0003624,3.7810667,I131_treatment,Indicates whether the patient has received treatment for I131 or<br>not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
4.712168,3.600933,query_hypothyroid,Indicates whether the patient has a query for hypothyroidism or<br>not.,uint8,2,0%,"[1, 0, 0, 0, 0]",41946
4.7187066,3.6343641,query_hyperthyroid,Indicates whether the patient has a query for hyperthyroidism or<br>not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
4.707538,3.6417928,lithium,Indicates whether the patient has been prescribed lithium or not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
4.8696213,3.7123332,goitre,Indicates whether the patient has goitre or not.,uint8,2,0%,"[0, 1, 0, 0, 0]",41946
5.5161977,3.825654,tumor,Indicates whether the patient has a tumor or not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
4.786536,3.7098672,hypopituitary,Indicates whether the patient has hypopituitary or not.,uint8,2,0%,"[0, 0, 0, 0, 0]",41946
5.4617333,4.20793,psych,Indicates whether the patient has a psychological disorder or not.,uint8,2,0%,"[0, 0, 1, 0, 0]",41946
4.440027,3.519839,TSH_measured,Indicates whether the TSH level was measured or not.,uint8,2,0%,"[1, 1, 1, 1, 1]",41946
4.3526683,3.5677688,TSH,Thyroid-stimulating hormone (TSH) is a hormone that controls the production<br>of thyroid hormones.,int64,288,0%,"[222, 20, 35, 237, 267]",41946
4.404018,3.4866982,T3_measured,Indicates whether the thyroid stimulating hormone level was measured or<br>not.,uint8,2,0%,"[0, 1, 0, 1, 1]",41946
4.3904657,3.4918334,TT4_measured,Indicates whether the thyroid stimulating hormone (TSH) was measured or<br>not.,uint8,2,0%,"[1, 1, 1, 1, 1]",41946
4.341966,3.6362605,TT4,Thyroxine hormone level in the blood.,uint8,242,0%,"[237, 211, 17, 191, 49]",41946
4.381313,3.4764676,T4U_measured,Indicates whether the thyroid stimulating hormone was measured or not.,uint8,2,0%,"[1, 1, 1, 1, 1]",41946
4.3185143,3.5813856,T4U,Thyroxine binding globulin (TBG) is a protein that binds to<br>thyroid hormones in the blood.,uint8,147,0%,"[39, 40, 63, 14, 55]",41946
4.418659,3.4697034,FTI_measured,Indicates whether the thyroid function test was measured or not.,uint8,2,0%,"[1, 1, 1, 1, 1]",41946
4.462579,3.5381565,FTI,Thyroid function test index.,uint8,235,0%,"[220, 10, 48, 201, 3]",41946
4.388255,3.505611,TBG_measured,Indicates whether the Thyroxine Binding Globulin (TBG) was measured or<br>not.,uint8,1,0%,"[0, 0, 0, 0, 0]",41946
4.77485,3.6686819,TBG,Indicates whether the patient has thyroid disease or not.,uint8,1,0%,"[0, 0, 0, 0, 0]",41946
5.460018,4.894291,referral_source,Referral source of the patient.,uint8,5,0%,"[3, 4, 3, 4, 4]",41946
20.073822,10.931466,tBodyAcc-mean()-X,Mean of the body acceleration signal in the X direction.,float64,180,0%,"[0.248656520140351, 0.276980816034483, 0.258880152048781, 0.265194544680851, 0.293140441083333]",4153
20.195078,11.045429,tBodyAcc-mean()-Y,Mean of the body acceleration signal in the Y direction.,float64,180,0%,"[-0.0210170522987931, -0.0268622561133333, -0.0220230465913043, -0.0171426864421687, -0.0175203917146667]",4153
20.128302,11.053423,tBodyAcc-mean()-Z,Mean of the body acceleration signal in the Z direction.,float64,180,0%,"[-0.0868333315509804, -0.0986247068969231, -0.116952464895833, -0.0988123712574074, -0.123530438196078]",4153
20.100899,10.946534,tBodyAcc-std()-X,Standard deviation of the body acceleration signal in the X<br>direction.,float64,180,0%,"[0.187719760269565, -0.296538717368421, -0.243887818513725, -0.94233309, -0.304376406458333]",4153
20.235107,11.12511,tBodyAcc-std()-Y,Standard deviation of the body acceleration signal in the Y<br>direction.,float64,180,0%,"[-0.875689216835443, 0.109787469104255, -0.909454698541667, -0.0979710029522727, 0.11083534373913]",4153
20.141626,11.056194,tBodyAcc-std()-Z,Standard deviation of the Z-axis body acceleration signal.,float64,180,0%,"[0.229898742944444, -0.255601012881356, -0.970462679230769, 0.0518841040022034, -0.1420885318125]",4153
20.054,10.866092,tGravityAcc-mean()-X,Mean of the triaxial acceleration signal from the accelerometer in<br>the X direction.,float64,180,0%,"[0.939057787755102, 0.929627532241379, 0.688256122222222, 0.951867079615385, 0.947731858666667]",4153
20.142965,11.1118965,tGravityAcc-mean()-Y,Mean of the Y-axis component of the gravity acceleration signal.,float64,180,0%,"[-0.270314822881356, -0.226692231166667, 0.101769752489796, -0.0620852772955556, -0.214694852280702]",4153
20.161642,11.056764,tGravityAcc-mean()-Z,Mean of the Z-axis component of the gravity acceleration signal<br>measured by the accelerometer for a given activity.,float64,180,0%,"[-0.160962985956522, -0.0516573721320755, 0.0649636250354167, 0.9578730416, 0.1539063202]",4153
20.087376,10.876454,tGravityAcc-std()-X,Standard deviation of the triaxial acceleration signal from the accelerometer<br>in the X direction.,float64,180,0%,"[-0.988879980615385, -0.969576355384615, -0.946441502363636, -0.956367027924528, -0.985314210491803]",4153
20.171282,11.129953,tGravityAcc-std()-Y,Standard deviation of the Y-axis component of the gravity acceleration<br>signal.,float64,180,0%,"[-0.994093522615385, -0.923007798367347, -0.912900683137255, -0.954455935762712, -0.973604289833333]",4153
20.13679,11.085623,tGravityAcc-std()-Z,Standard deviation of the Z-axis of the gravity acceleration signal.,float64,180,0%,"[-0.926675381176471, -0.932981341864407, -0.967268066, -0.974939388076923, -0.984230418125]",4153
20.142706,10.965851,tBodyAccJerk-mean()-X,Mean of the body acceleration jerk signal in the X<br>direction.,float64,180,0%,"[0.0750206478676471, 0.0762526677, 0.0862310100338983, 0.0718861195971014, 0.0848164824230769]",4153
20.218916,11.038674,tBodyAccJerk-mean()-Y,Mean of the jerk signal of the body acceleration in<br>the Y direction.,float64,180,0%,"[0.00692238958961538, 0.0223870454150943, 0.0197766948336, 0.00797573092830189, -0.0140229374470588]",4153
20.1649,11.035498,tBodyAccJerk-mean()-Z,Mean of the body acceleration jerk signal in the Z<br>direction.,float64,180,0%,"[0.00789533706610169, -0.00137950299425, -0.00180264895625, -7.4519666666666e-05, -0.00641054328740741]",4153
20.130629,10.966688,tBodyAccJerk-std()-X,Standard deviation of the body acceleration jerk signal in the<br>X direction.,float64,180,0%,"[-0.297042612533333, -0.985259108596491, -0.090645041854902, 0.0129597549231111, -0.98541995]",4153
20.245583,11.1063795,tBodyAccJerk-std()-Y,Standard deviation of the Jerk signal of the body acceleration<br>in the Y direction.,float64,180,0%,"[-0.938354677857143, -0.980784606086957, -0.349791873229167, -0.935605650958904, -0.980152342903226]",4153
20.147522,11.04477,tBodyAccJerk-std()-Z,Standard deviation of the body acceleration jerk signal in the<br>Z direction.,float64,180,0%,"[-0.975556976885246, -0.974661565961538, -0.748809454166667, -0.336817322270833, -0.976256662586207]",4153
20.044685,10.914053,tBodyGyro-mean()-X,Mean of the triaxial angular velocity signal of the body<br>in the X direction.,float64,180,0%,"[-0.0304250571395833, -0.0317982557795, -0.13829376226, -0.029183136346, 0.00299112856551724]",4153
19.99152,11.090359,tBodyGyro-mean()-Y,The mean of the Y-axis angular velocity signal of the<br>body motion captured by the gyroscope.,float64,180,0%,"[-0.0695300462115789, -0.0738115865407865, -0.0690067688269841, -0.0853077464277778, -0.0751980398235294]",4153
19.95927,11.124232,tBodyGyro-mean()-Z,Mean of the Z-axis angular velocity of the body.,float64,180,0%,"[0.0839568239261538, 0.0878351695481481, 0.0851045000566038, 0.0895767797064516, 0.0852783892769231]",4153
19.99889,11.076237,tBodyGyro-std()-X,Standard deviation of the body's angular velocity in the X<br>direction.,float64,180,0%,"[-0.550664576666667, -0.956641905833333, -0.987191946603774, -0.946109711917808, -0.975893061830986]",4153
20.110092,11.172134,tBodyGyro-std()-Y,Standard deviation of the triaxial angular velocity signal from the<br>gyroscope for the Y axis.,float64,180,0%,"[-0.582742845932203, -0.481813367954545, -0.9462806205, -0.198848161170213, -0.489417908809524]",4153
19.997063,11.115838,tBodyGyro-std()-Z,Standard deviation of the Z-axis angular velocity of the body.,float64,180,0%,"[-0.971277654117647, -0.227869042382979, -0.189306812833333, -0.974118322407407, -0.953681099545455]",4153
19.987234,11.095726,tBodyGyroJerk-mean()-X,Mean value of the angular velocity vector measured by the<br>gyroscope for a specific activity.,float64,180,0%,"[-0.0964118375066667, -0.0988701505538462, -0.10688830318283, -0.09694948424, -0.115510569491525]",4153
19.95604,11.134987,tBodyGyroJerk-mean()-Y,Mean of the Y-axis angular velocity of the body gyroscope<br>signal.,float64,180,0%,"[-0.0423409822741935, -0.0408007786402778, -0.0392813049264151, -0.0404518753974359, -0.0449559531089286]",4153
19.973364,11.124496,tBodyGyroJerk-mean()-Z,Mean of the Z component of the body's angular velocity<br>measured by the gyroscope.,float64,180,0%,"[-0.0498180874305085, -0.0482863736885246, -0.0533545875525, -0.0588371273536232, -0.0481460161016667]",4153
20.134264,11.008377,tBodyGyroJerk-std()-X,Standard deviation of the body's angular velocity jerk signal in<br>the X direction.,float64,180,0%,"[-0.640489537966102, -0.993235849166667, -0.305245202489362, -0.989257196282051, -0.707264168627451]",4153
20.215376,11.119295,tBodyGyroJerk-std()-Y,Standard deviation of the jerk signal of the body's angular<br>velocity in the Y direction.,float64,180,0%,"[-0.828872171206897, -0.989766989864865, -0.291594827626923, -0.471650977631579, -0.990845724736842]",4153
19.984251,11.126547,tBodyGyroJerk-std()-Z,Standard deviation of the Z-axis angular velocity of the body<br>gyroscope.,float64,180,0%,"[-0.987935806382979, -0.374605412306122, -0.982819138888889, -0.417239550952381, 0.193206498960417]",4153
20.039326,10.999085,tBodyAccMag-mean(),Mean of the magnitude of body acceleration signals obtained from<br>the accelerometer.,float64,180,0%,"[-0.952596583222222, 0.176599311818421, -0.930573574915254, -0.0978090439438596, -0.986493196666667]",4153
20.07872,10.97557,tBodyAccMag-std(),Standard deviation of the magnitude of body acceleration.,float64,180,0%,"[-0.957874965, -0.0791508842176471, -0.937264537954545, -0.205977045295833, -0.266734167368421]",4153
20.014296,10.951578,tGravityAccMag-mean(),Mean of the magnitude of the triaxial acceleration signal from<br>the accelerometer for the gravity component of the signal.,float64,180,0%,"[-0.968979156470588, -0.223399171830508, 0.0198795285851064, 0.00872502461176471, -0.9718540425]",4153
20.027565,11.014617,tGravityAccMag-std(),Standard deviation of the magnitude of the gravitational acceleration vector<br>for the time window.,float64,180,0%,"[-0.37942877, -0.933602783410256, -0.931572655636364, -0.8703017, 0.0507743652521739]",4153
20.08471,10.985244,tBodyAccJerkMag-mean(),Mean of the magnitude of the jerk signal of the<br>body acceleration in the time domain.,float64,180,0%,"[-0.127926051502128, -0.440667540204082, -0.978671485441176, -0.987799055645161, -0.973274366805556]",4153
20.115267,10.997738,tBodyAccJerkMag-std(),Standard deviation of the magnitude of the body acceleration jerk<br>signal in the time domain.,float64,180,0%,"[-0.970301646111111, -0.266138940350877, -0.985209856296296, -0.445485397959184, -0.228296364146341]",4153
19.961357,11.057501,tBodyGyroMag-mean(),Mean of the magnitude of the body's angular velocity vector.,float64,180,0%,"[-0.3466062928, -0.184850019535556, -0.950011569583333, -0.3691086, -0.980740846769231]",4153
19.958826,11.083322,tBodyGyroMag-std(),Standard deviation of the magnitude of the body's angular velocity<br>vector for the given window.,float64,180,0%,"[-0.561510683275862, -0.19828316695614, -0.945614401797753, -0.81901016976, -0.2025581772]",4153
20.004179,11.034239,tBodyGyroJerkMag-mean(),Mean of the magnitude of the jerk signal of the<br>body's angular velocity.,float64,180,0%,"[-0.298703679084211, -0.987580587777778, -0.971637661590909, -0.984407077924528, -0.399229959148936]",4153
20.036432,11.012796,tBodyGyroJerkMag-std(),Standard deviation of the magnitude of the jerk signal of<br>the body's angular velocity.,float64,180,0%,"[-0.618718628596491, -0.976177142571429, -0.595822214468085, -0.994733238679245, -0.563640131190476]",4153
20.044264,10.891589,fBodyAcc-mean()-X,Mean of the Fast Fourier Transform (FFT) of the body<br>acceleration signal in the X direction.,float64,180,0%,"[-0.426719449666667, -0.974789999285714, -0.247389011875, 0.215665273157895, -0.979641238723404]",4153
20.158688,11.019772,fBodyAcc-mean()-Y,Mean of the body acceleration signal in the Y direction.,float64,180,0%,"[-0.949694904269663, 0.0897127264021053, -0.921434735681818, -0.980830362083333, -0.957343498478261]",4153
20.121288,11.056785,fBodyAcc-mean()-Z,Mean of the body acceleration signal in the Z direction.,float64,180,0%,"[0.0385832252345614, -0.453806369830508, -0.97484160453125, 0.280735952206667, -0.312792211016949]",4153
20.135143,10.890303,fBodyAcc-std()-X,Standard deviation of the body acceleration signal in the X<br>direction.,float64,180,0%,"[-0.234985644352941, -0.976303056851852, -0.983691129032258, -0.190355976849057, -0.988659196428571]",4153
20.197592,11.066415,fBodyAcc-std()-Y,Standard deviation of the body acceleration signal in the Y<br>direction.,float64,180,0%,"[-0.961693949333333, -0.182766476862069, -0.166324239117647, -0.957908842222222, -0.94200397775]",4153
20.112446,11.126019,fBodyAcc-std()-Z,Standard deviation of the Z-axis body acceleration signal obtained from<br>the smartphone's accelerometer.,float64,180,0%,"[-0.28925665906383, -0.959813667810345, -0.113701770190741, -0.844083052916667, -0.984854487894737]",4153
20.132683,10.980557,fBodyAccJerk-mean()-X,Mean of the body acceleration jerk signal in the X<br>direction.,float64,180,0%,"[-0.358883413666667, -0.304694442551724, -0.984188841222222, -0.389595631107692, -0.990839607428571]",4153
20.245249,11.068104,fBodyAccJerk-mean()-Y,Mean value of the jerk signal of the body acceleration<br>in the Y direction.,float64,180,0%,"[-0.181055554206071, -0.9883274196875, -0.367706595, 0.159995613695652, -0.972531648846154]",4153
20.212225,11.050148,fBodyAccJerk-mean()-Z,Mean value of the body acceleration jerk signal in the<br>Z direction.,float64,180,0%,"[-0.964751238734177, -0.196838264546667, -0.646198587755102, -0.979477193333333, -0.633017707916667]",4153
20.187939,10.921649,fBodyAccJerk-std()-X,Standard deviation of the body acceleration jerk signal in the<br>X direction.,float64,180,0%,"[-0.12834163051087, -0.219716159766667, -0.968619159473684, -0.0522811342045455, -0.995073759245283]",4153
20.242815,11.117916,fBodyAccJerk-std()-Y,Standard deviation of the jerk signal of the body acceleration<br>in the Y direction.,float64,180,0%,"[-0.00722860241119048, -0.380894442941176, -0.986083114, -0.120381521220833, 0.0854010732076923]",4153
20.199392,11.089317,fBodyAccJerk-std()-Z,Standard deviation of the Jerk signal of the body acceleration<br>in the Z direction.,float64,180,0%,"[-0.988570804130435, -0.980261236296296, -0.989345368541667, -0.558512650188679, -0.976229505535714]",4153
19.968962,10.828594,fBodyGyro-mean()-X,Mean of the frequency domain signal obtained by applying Fast<br>Fourier Transform (FFT) to the body acceleration signal in the<br>X direction.,float64,180,0%,"[-0.953793912068965, -0.214730713222222, -0.98841106765625, -0.981743664931507, -0.988393569]",4153
19.914454,10.81579,fBodyGyro-mean()-Y,Mean of the frequency domain signal obtained by applying Fast<br>Fourier Transform (FFT) to the raw triaxial signals from the<br>accelerometer and gyroscope of all the trials with participants.,float64,180,0%,"[-0.981740793333333, -0.948251856721312, -0.684310201538462, -0.964968005222222, -0.130327465789583]",4153
19.964487,11.108956,fBodyGyro-mean()-Z,Mean of the Z-axis angular velocity of the body.,float64,180,0%,"[-0.396659907457627, -0.9456732415, -0.975512276666667, -0.934967958846154, -0.083501182326087]",4153
20.055298,10.932244,fBodyGyro-std()-X,Standard deviation of the body angular velocity signal in the<br>X direction.,float64,180,0%,"[-0.390968436431818, -0.985339301521739, -0.964530315842697, -0.982057861449275, -0.963407046545455]",4153
20.186865,11.099408,fBodyGyro-std()-Y,Standard deviation of the body acceleration signal obtained from the<br>gyroscope in the Y direction.,float64,180,0%,"[-0.962172736666667, -0.944306864, -0.929955407058824, -0.565214032765957, -0.978801848493151]",4153
20.009918,11.118491,fBodyGyro-std()-Z,Standard deviation of the Z-axis angular velocity of the body<br>in radians per second.,float64,180,0%,"[-0.275667262770833, -0.962632253913044, -0.91665163125, -0.603544209459459, -0.272525011818182]",4153
20.025213,11.029262,fBodyAccMag-mean(),Mean of the magnitude of the body acceleration signal obtained<br>from the accelerometer for the given window.,float64,180,0%,"[-0.973346531833333, 0.471905155133333, -0.352156841666667, -0.967747053194444, 0.218911066191489]",4153
20.032211,10.928913,fBodyAccMag-std(),Standard deviation of the magnitude of the body acceleration signal<br>obtained from the accelerometer for the frequency domain.,float64,180,0%,"[-0.381399308043478, -0.9198157096, -0.987648484461539, -0.438149791153846, -0.409065516363636]",4153
20.101007,11.002998,fBodyBodyAccJerkMag-mean(),Mean of the magnitude of the body acceleration jerk signal<br>obtained from the accelerometer for a given activity.,float64,180,0%,"[-0.418641046896552, -0.335938891803279, -0.294433415745098, -0.45478324745098, -0.987941825538462]",4153
20.126549,11.016156,fBodyBodyAccJerkMag-std(),Standard deviation of the magnitude of the body acceleration jerk<br>signal obtained from the accelerometer for the given activity.,float64,180,0%,"[-0.51993124, -0.40297998362069, -0.409847649281481, -0.0898519904044828, -0.982190554782609]",4153
20.017368,11.0254965,fBodyBodyGyroMag-mean(),Mean of the magnitude of the body acceleration signal obtained<br>from the gyroscope.,float64,180,0%,"[-0.45369356625, -0.946055840972222, -0.946812642361111, -0.984329092153846, -0.531482693877551]",4153
20.054888,10.977265,fBodyBodyGyroMag-std(),Standard deviation of the magnitude of the body acceleration signal<br>from the gyroscope.,float64,180,0%,"[-0.668908146607143, -0.470491576431373, -0.438620401875, -0.948460978823529, -0.54907099]",4153
20.02394,10.969405,fBodyBodyGyroJerkMag-mean(),Mean of the magnitude of the jerk of the body<br>angular velocity signal in the frequency domain.,float64,180,0%,"[-0.990014272588235, -0.955425138245614, -0.975727853888889, -0.966455343137255, -0.547621753230769]",4153
20.090689,10.9821615,fBodyBodyGyroJerkMag-std(),Standard deviation of the magnitude of the body acceleration signal<br>from the gyroscope.,float64,180,0%,"[-0.791349425076923, -0.961911612333333, -0.391919876612245, -0.633479804680851, -0.593472444285714]",4153
10.674517,0.877965,id,Unique identifier for each web page.,object,61,0%,"['41', '3', '25', '51', '55']",380
10.911025,0.010948613,Class,The class of the Titanic dataset.,float64,4,0%,"[0.0214, 0.0214, -0.923, 0.965, 0.0214]",40704
10.3999195,3.5884967,Sex,Indicates the gender of the passenger on the Titanic.,float64,2,0%,"[-1.92, 0.521, 0.521, 0.521, 0.521]",40704
11.153951,1.2009758,f1,Indicates the presence of touch in a given sample.,uint8,2,0%,"[1, 1, 1, 1, 1]",42544
19.990433,10.8791275,a1,The value of the first accelerometer axis of a touch<br>sample.,float64,265,0%,"[13.28790243, 27.33189863, 32.44945613, 45.83036492, 19.39385263]",42544
11.411864,1.3521299,f2,The number of times the touch screen was tapped in<br>a given time period.,uint8,18,0%,"[6, 4, 3, 4, 11]",42544
11.121592,1.1582762,a2,The second feature of touch samples 2.,float64,265,0%,"[6.967182501, 7.708480162, 13.20830091, 4.748153534, 13.02801244]",42544
11.306143,1.3693434,f3,The pressure applied to the touch sensor.,uint8,37,0%,"[20, 22, 19, 22, 15]",42544
11.129858,1.1705383,a3,The third feature of touch samples 2.,float64,265,0%,"[9.55147302, 4.537431253, 13.39826799, 25.40704711, 1.74494372]",42544
11.369642,1.3491504,f4,The number of times the touch screen was tapped in<br>a given time period.,uint8,56,0%,"[13, 10, 8, 40, 23]",42544
11.09343,1.1538997,a4,The fourth formant frequency of the touch sample.,float64,265,0%,"[5.322593376, 9.96151082, 1.526968492, 8.563117843, 4.07486691]",42544
11.11533,1.1649032,f5,The feature represents the touch samples 2.,uint8,83,0%,"[43, 46, 105, 28, 40]",42544
11.065166,1.1205013,a5,The fifth touch sample of the second dataset.,float64,265,0%,"[1.06294564, 4.496197911, 6.316109475, 0.48203506, 1.437905765]",42544
12.672769,3.2960753,FrequentFlyer,Indicates whether the customer is a frequent flyer or not.,category,3,6%,"['Yes', 'No', 'No', 'Yes', 'No']",45545
12.390935,4.2256885,AnnualIncomeClass,Indicates the annual income class of a customer.,category,3,0%,"['Middle Income', 'Low Income', 'Middle Income', 'Low Income', 'Low Income']",45545
12.983597,3.3357296,ServicesOpted,Indicates the number of services opted by a customer.,uint8,6,0%,"[1, 4, 4, 6, 1]",45545
12.849883,3.2961462,AccountSyncedToSocialMedia,Indicates whether the customer has synced their account to any<br>social media platform or not.,category,2,0%,"['No', 'No', 'No', 'No', 'No']",45545
12.749962,3.3226213,BookedHotelOrNot,Indicates whether the customer has booked a hotel or not.,category,2,0%,"['No', 'Yes', 'No', 'Yes', 'Yes']",45545
11.09848,-0.15894799,simple.classes,Indicates the number of classes in a dataset.,uint8,12,0%,"[2, 2, 5, 2, 2]",41978
11.239135,-0.604269,simple.attributes,Number of attributes used to train the SVM model.,float64,51,0%,"[14.0, 41.0, 3.0, 21.0, 20.0]",41978
